PAYMENT_ID,POLICY_ID,PAYMENT_DATE,PAYMENT_AMOUNT,PAYMENT_METHOD,STATUS
PMT-POL333-9,POL333,2024-08-28,276.39,Check,Completed
PMT-POL333-10,POL333,2024-09-27,276.39,Bank Transfer,Completed
PMT-POL333-11,POL333,2024-10-27,276.39,Bank Transfer,Completed
PMT-POL333-12,POL333,2024-11-26,276.39,Check,Pending
PMT-POL255-1,POL255,2024-01-01,357.52,Credit Card,Completed
PMT-POL255-2,POL255,2024-04-01,357.52,Check,Pending
PMT-POL255-3,POL255,2024-07-01,357.52,Credit Card,Failed
PMT-POL255-4,POL255,2024-09-30,357.52,Check,Failed
PMT-POL287-1,POL287,2024-01-01,168.83,Bank Transfer,Pending
PMT-POL287-2,POL287,2024-04-01,168.83,Credit Card,Completed
PMT-POL287-3,POL287,2024-07-01,168.83,Check,Pending
PMT-POL287-4,POL287,2024-09-30,168.83,Check,Completed
PMT-POL151-1,POL151,2024-01-01,287.56,Bank Transfer,Pending
PMT-POL151-2,POL151,2024-01-31,287.56,Bank Transfer,Pending
PMT-POL151-3,POL151,2024-03-01,287.56,Bank Transfer,Failed
PMT-POL151-4,POL151,2024-03-31,287.56,Credit Card,Failed
PMT-POL151-5,POL151,2024-04-30,287.56,Credit Card,Failed
PMT-POL151-6,POL151,2024-05-30,287.56,Bank Transfer,Completed
PMT-POL151-7,POL151,2024-06-29,287.56,Check,Pending
PMT-POL151-8,POL151,2024-07-29,287.56,Credit Card,Pending
PMT-POL151-9,POL151,2024-08-28,287.56,Bank Transfer,Pending
PMT-POL151-10,POL151,2024-09-27,287.56,Check,Completed
PMT-POL151-11,POL151,2024-10-27,287.56,Bank Transfer,Pending
PMT-POL151-12,POL151,2024-11-26,287.56,Check,Failed
PMT-POL334-1,POL334,2024-01-01,418.28,Check,Failed
PMT-POL334-2,POL334,2024-04-01,418.28,Check,Failed
PMT-POL334-3,POL334,2024-07-01,418.28,Bank Transfer,Failed
PMT-POL334-4,POL334,2024-09-30,418.28,Bank Transfer,Pending
PMT-POL398-1,POL398,2024-01-01,2067.51,Check,Pending
PMT-POL371-1,POL371,2024-01-01,198.4,Check,Completed
PMT-POL371-2,POL371,2024-01-31,198.4,Bank Transfer,Pending
PMT-POL371-3,POL371,2024-03-01,198.4,Check,Pending
PMT-POL371-4,POL371,2024-03-31,198.4,Check,Completed
PMT-POL371-5,POL371,2024-04-30,198.4,Check,Completed
PMT-POL371-6,POL371,2024-05-30,198.4,Check,Failed
PMT-POL371-7,POL371,2024-06-29,198.4,Check,Failed
PMT-POL371-8,POL371,2024-07-29,198.4,Credit Card,Completed
PMT-POL371-9,POL371,2024-08-28,198.4,Bank Transfer,Pending
PMT-POL371-10,POL371,2024-09-27,198.4,Credit Card,Completed
PMT-POL371-11,POL371,2024-10-27,198.4,Credit Card,Completed
PMT-POL371-12,POL371,2024-11-26,198.4,Check,Completed
PMT-POL326-1,POL326,2024-01-01,601.4,Credit Card,Pending
PMT-POL326-2,POL326,2024-04-01,601.4,Check,Failed
PMT-POL326-3,POL326,2024-07-01,601.4,Credit Card,Pending
PMT-POL326-4,POL326,2024-09-30,601.4,Check,Pending
PMT-POL159-1,POL159,2024-01-01,181.17,Bank Transfer,Failed
PMT-POL159-2,POL159,2024-01-31,181.17,Credit Card,Pending
PMT-POL159-3,POL159,2024-03-01,181.17,Bank Transfer,Pending
PMT-POL159-4,POL159,2024-03-31,181.17,Bank Transfer,Completed
PMT-POL159-5,POL159,2024-04-30,181.17,Credit Card,Completed
PMT-POL159-6,POL159,2024-05-30,181.17,Bank Transfer,Pending
PMT-POL159-7,POL159,2024-06-29,181.17,Check,Pending
PMT-POL159-8,POL159,2024-07-29,181.17,Bank Transfer,Completed
PMT-POL159-9,POL159,2024-08-28,181.17,Credit Card,Failed
PMT-POL159-10,POL159,2024-09-27,181.17,Credit Card,Pending
PMT-POL159-11,POL159,2024-10-27,181.17,Check,Pending
PMT-POL159-12,POL159,2024-11-26,181.17,Credit Card,Pending
PMT-POL371-1,POL371,2024-01-01,131.14,Check,Completed
PMT-POL371-2,POL371,2024-01-31,131.14,Bank Transfer,Pending
PMT-POL371-3,POL371,2024-03-01,131.14,Check,Pending
PMT-POL371-4,POL371,2024-03-31,131.14,Check,Completed
PMT-POL371-5,POL371,2024-04-30,131.14,Check,Completed
PMT-POL371-6,POL371,2024-05-30,131.14,Check,Failed
PMT-POL371-7,POL371,2024-06-29,131.14,Check,Failed
PMT-POL371-8,POL371,2024-07-29,131.14,Credit Card,Completed
PMT-POL371-9,POL371,2024-08-28,131.14,Bank Transfer,Pending
PMT-POL371-10,POL371,2024-09-27,131.14,Credit Card,Completed
PMT-POL371-11,POL371,2024-10-27,131.14,Credit Card,Completed
PMT-POL371-12,POL371,2024-11-26,131.14,Check,Completed
PMT-POL359-1,POL359,2024-01-01,131.0,Check,Completed
PMT-POL359-2,POL359,2024-01-31,131.0,Credit Card,Completed
PMT-POL359-3,POL359,2024-03-01,131.0,Check,Failed
PMT-POL359-4,POL359,2024-03-31,131.0,Credit Card,Failed
PMT-POL359-5,POL359,2024-04-30,131.0,Bank Transfer,Completed
PMT-POL359-6,POL359,2024-05-30,131.0,Bank Transfer,Completed
PMT-POL359-7,POL359,2024-06-29,131.0,Credit Card,Pending
PMT-POL359-8,POL359,2024-07-29,131.0,Bank Transfer,Pending
PMT-POL359-9,POL359,2024-08-28,131.0,Credit Card,Pending
PMT-POL359-10,POL359,2024-09-27,131.0,Credit Card,Failed
PMT-POL359-11,POL359,2024-10-27,131.0,Credit Card,Failed
PMT-POL359-12,POL359,2024-11-26,131.0,Bank Transfer,Completed
PMT-POL313-1,POL313,2024-01-01,351.59,Bank Transfer,Pending
PMT-POL313-2,POL313,2024-01-31,351.59,Credit Card,Failed
PMT-POL313-3,POL313,2024-03-01,351.59,Bank Transfer,Completed
PMT-POL313-4,POL313,2024-03-31,351.59,Check,Pending
PMT-POL313-5,POL313,2024-04-30,351.59,Credit Card,Failed
PMT-POL313-6,POL313,2024-05-30,351.59,Check,Pending
PMT-POL313-7,POL313,2024-06-29,351.59,Check,Completed
PMT-POL313-8,POL313,2024-07-29,351.59,Bank Transfer,Pending
PMT-POL313-9,POL313,2024-08-28,351.59,Bank Transfer,Completed
PMT-POL313-10,POL313,2024-09-27,351.59,Check,Pending
PMT-POL313-11,POL313,2024-10-27,351.59,Bank Transfer,Pending
PMT-POL313-12,POL313,2024-11-26,351.59,Credit Card,Pending
PMT-POL356-1,POL356,2024-01-01,2251.41,Check,Failed
PMT-POL315-1,POL315,2024-01-01,161.41,Credit Card,Failed
PMT-POL315-2,POL315,2024-01-31,161.41,Bank Transfer,Failed
PMT-POL315-3,POL315,2024-03-01,161.41,Credit Card,Completed
PMT-POL315-4,POL315,2024-03-31,161.41,Credit Card,Failed
PMT-POL315-5,POL315,2024-04-30,161.41,Check,Failed
PMT-POL315-6,POL315,2024-05-30,161.41,Check,Completed
PMT-POL315-7,POL315,2024-06-29,161.41,Bank Transfer,Completed
PMT-POL315-8,POL315,2024-07-29,161.41,Credit Card,Pending
PMT-POL315-9,POL315,2024-08-28,161.41,Credit Card,Failed
PMT-POL315-10,POL315,2024-09-27,161.41,Check,Pending
PMT-POL315-11,POL315,2024-10-27,161.41,Credit Card,Failed
PMT-POL315-12,POL315,2024-11-26,161.41,Check,Failed
PMT-POL219-1,POL219,2024-01-01,256.71,Credit Card,Pending
PMT-POL219-2,POL219,2024-01-31,256.71,Bank Transfer,Failed
PMT-POL219-3,POL219,2024-03-01,256.71,Bank Transfer,Pending
PMT-POL219-4,POL219,2024-03-31,256.71,Check,Failed
PMT-POL219-5,POL219,2024-04-30,256.71,Check,Pending
PMT-POL219-6,POL219,2024-05-30,256.71,Bank Transfer,Failed
PMT-POL219-7,POL219,2024-06-29,256.71,Bank Transfer,Pending
PMT-POL219-8,POL219,2024-07-29,256.71,Bank Transfer,Completed
PMT-POL219-9,POL219,2024-08-28,256.71,Check,Pending
PMT-POL219-10,POL219,2024-09-27,256.71,Credit Card,Pending
PMT-POL219-11,POL219,2024-10-27,256.71,Credit Card,Failed
PMT-POL219-12,POL219,2024-11-26,256.71,Bank Transfer,Pending
PMT-POL334-1,POL334,2024-01-01,151.62,Check,Failed
PMT-POL334-2,POL334,2024-01-31,151.62,Check,Failed
PMT-POL334-3,POL334,2024-03-01,151.62,Bank Transfer,Failed
PMT-POL334-4,POL334,2024-03-31,151.62,Bank Transfer,Pending
PMT-POL334-5,POL334,2024-04-30,151.62,Credit Card,Pending
PMT-POL334-6,POL334,2024-05-30,151.62,Credit Card,Completed
PMT-POL334-7,POL334,2024-06-29,151.62,Credit Card,Pending
PMT-POL334-8,POL334,2024-07-29,151.62,Bank Transfer,Pending
PMT-POL334-9,POL334,2024-08-28,151.62,Credit Card,Failed
PMT-POL334-10,POL334,2024-09-27,151.62,Credit Card,Completed
PMT-POL334-11,POL334,2024-10-27,151.62,Bank Transfer,Pending
PMT-POL334-12,POL334,2024-11-26,151.62,Credit Card,Completed
PMT-POL290-1,POL290,2024-01-01,396.49,Check,Completed
PMT-POL290-2,POL290,2024-01-31,396.49,Check,Failed
PMT-POL290-3,POL290,2024-03-01,396.49,Credit Card,Completed
PMT-POL290-4,POL290,2024-03-31,396.49,Bank Transfer,Completed
PMT-POL290-5,POL290,2024-04-30,396.49,Check,Completed
PMT-POL290-6,POL290,2024-05-30,396.49,Check,Pending
PMT-POL290-7,POL290,2024-06-29,396.49,Bank Transfer,Completed
PMT-POL290-8,POL290,2024-07-29,396.49,Bank Transfer,Failed
PMT-POL290-9,POL290,2024-08-28,396.49,Check,Pending
PMT-POL290-10,POL290,2024-09-27,396.49,Bank Transfer,Pending
PMT-POL290-11,POL290,2024-10-27,396.49,Bank Transfer,Completed
PMT-POL290-12,POL290,2024-11-26,396.49,Check,Completed
PMT-POL349-1,POL349,2024-01-01,681.22,Bank Transfer,Failed
PMT-POL349-2,POL349,2024-04-01,681.22,Bank Transfer,Pending
PMT-POL349-3,POL349,2024-07-01,681.22,Check,Failed
PMT-POL349-4,POL349,2024-09-30,681.22,Bank Transfer,Pending
PMT-POL328-1,POL328,2024-01-01,621.72,Credit Card,Pending
PMT-POL328-2,POL328,2024-04-01,621.72,Credit Card,Completed
PMT-POL328-3,POL328,2024-07-01,621.72,Credit Card,Pending
PMT-POL328-4,POL328,2024-09-30,621.72,Bank Transfer,Failed
PMT-POL256-1,POL256,2024-01-01,1026.8,Bank Transfer,Pending
PMT-POL388-1,POL388,2024-01-01,366.74,Check,Failed
PMT-POL388-2,POL388,2024-01-31,366.74,Credit Card,Pending
PMT-POL388-3,POL388,2024-03-01,366.74,Check,Pending
PMT-POL388-4,POL388,2024-03-31,366.74,Check,Pending
PMT-POL388-5,POL388,2024-04-30,366.74,Bank Transfer,Failed
PMT-POL388-6,POL388,2024-05-30,366.74,Credit Card,Completed
PMT-POL388-7,POL388,2024-06-29,366.74,Check,Pending
PMT-POL388-8,POL388,2024-07-29,366.74,Check,Failed
PMT-POL388-9,POL388,2024-08-28,366.74,Bank Transfer,Completed
PMT-POL388-10,POL388,2024-09-27,366.74,Bank Transfer,Completed
PMT-POL388-11,POL388,2024-10-27,366.74,Credit Card,Failed
PMT-POL388-12,POL388,2024-11-26,366.74,Check,Failed
PMT-POL400-1,POL400,2024-01-01,1501.59,Bank Transfer,Pending
PMT-POL233-1,POL233,2024-01-01,216.52,Credit Card,Pending
PMT-POL233-2,POL233,2024-04-01,216.52,Bank Transfer,Pending
PMT-POL233-3,POL233,2024-07-01,216.52,Bank Transfer,Completed
PMT-POL233-4,POL233,2024-09-30,216.52,Credit Card,Failed
PMT-POL265-1,POL265,2024-01-01,180.66,Check,Completed
PMT-POL265-2,POL265,2024-01-31,180.66,Credit Card,Pending
PMT-POL265-3,POL265,2024-03-01,180.66,Credit Card,Failed
PMT-POL265-4,POL265,2024-03-31,180.66,Bank Transfer,Failed
PMT-POL265-5,POL265,2024-04-30,180.66,Bank Transfer,Pending
PMT-POL265-6,POL265,2024-05-30,180.66,Credit Card,Failed
PMT-POL265-7,POL265,2024-06-29,180.66,Check,Failed
PMT-POL265-8,POL265,2024-07-29,180.66,Bank Transfer,Failed
PMT-POL265-9,POL265,2024-08-28,180.66,Bank Transfer,Pending
PMT-POL265-10,POL265,2024-09-27,180.66,Bank Transfer,Pending
PMT-POL265-11,POL265,2024-10-27,180.66,Check,Failed
PMT-POL265-12,POL265,2024-11-26,180.66,Credit Card,Completed
PMT-POL326-1,POL326,2024-01-01,263.62,Credit Card,Pending
PMT-POL326-2,POL326,2024-01-31,263.62,Check,Failed
PMT-POL326-3,POL326,2024-03-01,263.62,Credit Card,Pending
PMT-POL326-4,POL326,2024-03-31,263.62,Check,Pending
PMT-POL326-5,POL326,2024-04-30,263.62,Bank Transfer,Pending
PMT-POL326-6,POL326,2024-05-30,263.62,Check,Failed
PMT-POL326-7,POL326,2024-06-29,263.62,Check,Failed
PMT-POL326-8,POL326,2024-07-29,263.62,Check,Completed
PMT-POL326-9,POL326,2024-08-28,263.62,Bank Transfer,Failed
PMT-POL326-10,POL326,2024-09-27,263.62,Bank Transfer,Failed
PMT-POL326-11,POL326,2024-10-27,263.62,Check,Completed
PMT-POL326-12,POL326,2024-11-26,263.62,Check,Pending
PMT-POL243-1,POL243,2024-01-01,3997.16,Bank Transfer,Pending
PMT-POL329-1,POL329,2024-01-01,1144.65,Credit Card,Completed
PMT-POL329-2,POL329,2024-04-01,1144.65,Bank Transfer,Failed
PMT-POL329-3,POL329,2024-07-01,1144.65,Check,Pending
PMT-POL329-4,POL329,2024-09-30,1144.65,Credit Card,Failed
PMT-POL165-1,POL165,2024-01-01,551.09,Credit Card,Pending
PMT-POL240-1,POL240,2024-01-01,329.37,Check,Completed
PMT-POL240-2,POL240,2024-01-31,329.37,Check,Pending
PMT-POL240-3,POL240,2024-03-01,329.37,Credit Card,Pending
PMT-POL240-4,POL240,2024-03-31,329.37,Bank Transfer,Pending
PMT-POL240-5,POL240,2024-04-30,329.37,Bank Transfer,Pending
PMT-POL240-6,POL240,2024-05-30,329.37,Check,Pending
PMT-POL240-7,POL240,2024-06-29,329.37,Credit Card,Failed
PMT-POL240-8,POL240,2024-07-29,329.37,Check,Failed
PMT-POL240-9,POL240,2024-08-28,329.37,Bank Transfer,Failed
PMT-POL240-10,POL240,2024-09-27,329.37,Check,Completed
PMT-POL240-11,POL240,2024-10-27,329.37,Check,Failed
PMT-POL240-12,POL240,2024-11-26,329.37,Bank Transfer,Pending
PMT-POL322-1,POL322,2024-01-01,3125.16,Credit Card,Pending
PMT-POL222-1,POL222,2024-01-01,148.81,Credit Card,Failed
PMT-POL222-2,POL222,2024-01-31,148.81,Credit Card,Failed
PMT-POL222-3,POL222,2024-03-01,148.81,Bank Transfer,Failed
PMT-POL222-4,POL222,2024-03-31,148.81,Bank Transfer,Pending
PMT-POL222-5,POL222,2024-04-30,148.81,Credit Card,Pending
PMT-POL222-6,POL222,2024-05-30,148.81,Bank Transfer,Failed
PMT-POL222-7,POL222,2024-06-29,148.81,Credit Card,Completed
PMT-POL222-8,POL222,2024-07-29,148.81,Credit Card,Failed
PMT-POL222-9,POL222,2024-08-28,148.81,Bank Transfer,Pending
PMT-POL222-10,POL222,2024-09-27,148.81,Check,Failed
PMT-POL222-11,POL222,2024-10-27,148.81,Bank Transfer,Completed
PMT-POL222-12,POL222,2024-11-26,148.81,Credit Card,Failed
PMT-POL261-1,POL261,2024-01-01,138.68,Check,Pending
PMT-POL261-2,POL261,2024-04-01,138.68,Bank Transfer,Failed
PMT-POL261-3,POL261,2024-07-01,138.68,Bank Transfer,Completed
PMT-POL261-4,POL261,2024-09-30,138.68,Credit Card,Failed
PMT-POL174-1,POL174,2024-01-01,173.82,Credit Card,Failed
PMT-POL174-2,POL174,2024-04-01,173.82,Credit Card,Failed
PMT-POL174-3,POL174,2024-07-01,173.82,Bank Transfer,Failed
PMT-POL174-4,POL174,2024-09-30,173.82,Bank Transfer,Pending
PMT-POL354-1,POL354,2024-01-01,409.62,Bank Transfer,Completed
PMT-POL354-2,POL354,2024-04-01,409.62,Credit Card,Failed
PMT-POL354-3,POL354,2024-07-01,409.62,Check,Completed
PMT-POL354-4,POL354,2024-09-30,409.62,Check,Failed
PMT-POL170-1,POL170,2024-01-01,311.99,Bank Transfer,Failed
PMT-POL170-2,POL170,2024-04-01,311.99,Bank Transfer,Failed
PMT-POL170-3,POL170,2024-07-01,311.99,Check,Completed
PMT-POL170-4,POL170,2024-09-30,311.99,Check,Failed
PMT-POL387-1,POL387,2024-01-01,277.0,Check,Pending
PMT-POL387-2,POL387,2024-01-31,277.0,Bank Transfer,Failed
PMT-POL387-3,POL387,2024-03-01,277.0,Bank Transfer,Failed
PMT-POL387-4,POL387,2024-03-31,277.0,Check,Pending
PMT-POL387-5,POL387,2024-04-30,277.0,Check,Completed
PMT-POL387-6,POL387,2024-05-30,277.0,Credit Card,Completed
PMT-POL387-7,POL387,2024-06-29,277.0,Check,Pending
PMT-POL387-8,POL387,2024-07-29,277.0,Credit Card,Completed
PMT-POL387-9,POL387,2024-08-28,277.0,Bank Transfer,Completed
PMT-POL387-10,POL387,2024-09-27,277.0,Check,Pending
PMT-POL387-11,POL387,2024-10-27,277.0,Bank Transfer,Completed
PMT-POL387-12,POL387,2024-11-26,277.0,Bank Transfer,Failed
PMT-POL371-1,POL371,2024-01-01,384.89,Check,Completed
PMT-POL371-2,POL371,2024-01-31,384.89,Bank Transfer,Pending
PMT-POL371-3,POL371,2024-03-01,384.89,Check,Pending
PMT-POL371-4,POL371,2024-03-31,384.89,Check,Completed
PMT-POL371-5,POL371,2024-04-30,384.89,Check,Completed
PMT-POL371-6,POL371,2024-05-30,384.89,Check,Failed
PMT-POL371-7,POL371,2024-06-29,384.89,Check,Failed
PMT-POL371-8,POL371,2024-07-29,384.89,Credit Card,Completed
PMT-POL371-9,POL371,2024-08-28,384.89,Bank Transfer,Pending
PMT-POL371-10,POL371,2024-09-27,384.89,Credit Card,Completed
PMT-POL371-11,POL371,2024-10-27,384.89,Credit Card,Completed
PMT-POL371-12,POL371,2024-11-26,384.89,Check,Completed
PMT-POL318-1,POL318,2024-01-01,81.7,Check,Failed
PMT-POL318-2,POL318,2024-01-31,81.7,Bank Transfer,Completed
PMT-POL318-3,POL318,2024-03-01,81.7,Credit Card,Pending
PMT-POL318-4,POL318,2024-03-31,81.7,Bank Transfer,Pending
PMT-POL318-5,POL318,2024-04-30,81.7,Bank Transfer,Failed
PMT-POL318-6,POL318,2024-05-30,81.7,Credit Card,Failed
PMT-POL318-7,POL318,2024-06-29,81.7,Credit Card,Completed
PMT-POL318-8,POL318,2024-07-29,81.7,Check,Completed
PMT-POL318-9,POL318,2024-08-28,81.7,Credit Card,Failed
PMT-POL318-10,POL318,2024-09-27,81.7,Bank Transfer,Failed
PMT-POL318-11,POL318,2024-10-27,81.7,Credit Card,Completed
PMT-POL318-12,POL318,2024-11-26,81.7,Credit Card,Pending
PMT-POL339-1,POL339,2024-01-01,284.24,Credit Card,Failed
PMT-POL339-2,POL339,2024-01-31,284.24,Bank Transfer,Pending
PMT-POL339-3,POL339,2024-03-01,284.24,Check,Failed
PMT-POL339-4,POL339,2024-03-31,284.24,Check,Completed
PMT-POL339-5,POL339,2024-04-30,284.24,Bank Transfer,Failed
PMT-POL339-6,POL339,2024-05-30,284.24,Credit Card,Pending
PMT-POL339-7,POL339,2024-06-29,284.24,Credit Card,Failed
PMT-POL339-8,POL339,2024-07-29,284.24,Bank Transfer,Failed
PMT-POL339-9,POL339,2024-08-28,284.24,Check,Pending
PMT-POL339-10,POL339,2024-09-27,284.24,Bank Transfer,Pending
PMT-POL339-11,POL339,2024-10-27,284.24,Check,Pending
PMT-POL339-12,POL339,2024-11-26,284.24,Credit Card,Completed
PMT-POL215-1,POL215,2024-01-01,70.82,Check,Pending
PMT-POL215-2,POL215,2024-01-31,70.82,Credit Card,Pending
PMT-POL215-3,POL215,2024-03-01,70.82,Bank Transfer,Completed
PMT-POL215-4,POL215,2024-03-31,70.82,Check,Failed
PMT-POL215-5,POL215,2024-04-30,70.82,Bank Transfer,Completed
PMT-POL215-6,POL215,2024-05-30,70.82,Bank Transfer,Failed
PMT-POL215-7,POL215,2024-06-29,70.82,Credit Card,Completed
PMT-POL215-8,POL215,2024-07-29,70.82,Credit Card,Completed
PMT-POL215-9,POL215,2024-08-28,70.82,Check,Failed
PMT-POL215-10,POL215,2024-09-27,70.82,Check,Failed
PMT-POL215-11,POL215,2024-10-27,70.82,Credit Card,Failed
PMT-POL215-12,POL215,2024-11-26,70.82,Bank Transfer,Failed
PMT-POL362-1,POL362,2024-01-01,3641.73,Check,Completed
PMT-POL373-1,POL373,2024-01-01,4162.08,Check,Completed
PMT-POL290-1,POL290,2024-01-01,394.37,Check,Completed
PMT-POL290-2,POL290,2024-01-31,394.37,Check,Failed
PMT-POL290-3,POL290,2024-03-01,394.37,Credit Card,Completed
PMT-POL290-4,POL290,2024-03-31,394.37,Bank Transfer,Completed
PMT-POL290-5,POL290,2024-04-30,394.37,Check,Completed
PMT-POL290-6,POL290,2024-05-30,394.37,Check,Pending
PMT-POL290-7,POL290,2024-06-29,394.37,Bank Transfer,Completed
PMT-POL290-8,POL290,2024-07-29,394.37,Bank Transfer,Failed
PMT-POL290-9,POL290,2024-08-28,394.37,Check,Pending
PMT-POL290-10,POL290,2024-09-27,394.37,Bank Transfer,Pending
PMT-POL290-11,POL290,2024-10-27,394.37,Bank Transfer,Completed
PMT-POL290-12,POL290,2024-11-26,394.37,Check,Completed
PMT-POL375-1,POL375,2024-01-01,198.51,Bank Transfer,Failed
PMT-POL375-2,POL375,2024-01-31,198.51,Bank Transfer,Failed
PMT-POL375-3,POL375,2024-03-01,198.51,Bank Transfer,Pending
PMT-POL375-4,POL375,2024-03-31,198.51,Bank Transfer,Pending
PMT-POL375-5,POL375,2024-04-30,198.51,Bank Transfer,Pending
PMT-POL375-6,POL375,2024-05-30,198.51,Check,Pending
PMT-POL375-7,POL375,2024-06-29,198.51,Credit Card,Pending
PMT-POL375-8,POL375,2024-07-29,198.51,Bank Transfer,Completed
PMT-POL375-9,POL375,2024-08-28,198.51,Check,Pending
PMT-POL375-10,POL375,2024-09-27,198.51,Check,Failed
PMT-POL375-11,POL375,2024-10-27,198.51,Credit Card,Failed
PMT-POL375-12,POL375,2024-11-26,198.51,Bank Transfer,Failed
PMT-POL165-1,POL165,2024-01-01,103.48,Credit Card,Pending
PMT-POL165-2,POL165,2024-01-31,103.48,Check,Pending
PMT-POL165-3,POL165,2024-03-01,103.48,Credit Card,Completed
PMT-POL165-4,POL165,2024-03-31,103.48,Credit Card,Failed
PMT-POL165-5,POL165,2024-04-30,103.48,Credit Card,Failed
PMT-POL165-6,POL165,2024-05-30,103.48,Check,Pending
PMT-POL165-7,POL165,2024-06-29,103.48,Bank Transfer,Pending
PMT-POL165-8,POL165,2024-07-29,103.48,Check,Pending
PMT-POL165-9,POL165,2024-08-28,103.48,Bank Transfer,Pending
PMT-POL165-10,POL165,2024-09-27,103.48,Credit Card,Pending
PMT-POL165-11,POL165,2024-10-27,103.48,Check,Failed
PMT-POL165-12,POL165,2024-11-26,103.48,Check,Pending
PMT-POL158-1,POL158,2024-01-01,1235.68,Bank Transfer,Pending
PMT-POL158-2,POL158,2024-04-01,1235.68,Check,Pending
PMT-POL158-3,POL158,2024-07-01,1235.68,Check,Completed
PMT-POL158-4,POL158,2024-09-30,1235.68,Bank Transfer,Completed
PMT-POL381-1,POL381,2024-01-01,553.5,Bank Transfer,Failed
PMT-POL381-2,POL381,2024-04-01,553.5,Bank Transfer,Pending
PMT-POL381-3,POL381,2024-07-01,553.5,Credit Card,Pending
PMT-POL381-4,POL381,2024-09-30,553.5,Check,Failed
PMT-POL362-1,POL362,2024-01-01,356.04,Check,Completed
PMT-POL362-2,POL362,2024-01-31,356.04,Credit Card,Failed
PMT-POL362-3,POL362,2024-03-01,356.04,Check,Failed
PMT-POL362-4,POL362,2024-03-31,356.04,Bank Transfer,Completed
PMT-POL362-5,POL362,2024-04-30,356.04,Check,Failed
PMT-POL362-6,POL362,2024-05-30,356.04,Check,Failed
PMT-POL362-7,POL362,2024-06-29,356.04,Credit Card,Completed
PMT-POL362-8,POL362,2024-07-29,356.04,Bank Transfer,Completed
PMT-POL362-9,POL362,2024-08-28,356.04,Credit Card,Failed
PMT-POL362-10,POL362,2024-09-27,356.04,Check,Failed
PMT-POL362-11,POL362,2024-10-27,356.04,Bank Transfer,Pending
PMT-POL362-12,POL362,2024-11-26,356.04,Bank Transfer,Failed
PMT-POL251-1,POL251,2024-01-01,46.79,Bank Transfer,Pending
PMT-POL251-2,POL251,2024-01-31,46.79,Check,Completed
PMT-POL251-3,POL251,2024-03-01,46.79,Bank Transfer,Pending
PMT-POL251-4,POL251,2024-03-31,46.79,Bank Transfer,Completed
PMT-POL251-5,POL251,2024-04-30,46.79,Bank Transfer,Completed
PMT-POL251-6,POL251,2024-05-30,46.79,Credit Card,Completed
PMT-POL251-7,POL251,2024-06-29,46.79,Bank Transfer,Failed
PMT-POL251-8,POL251,2024-07-29,46.79,Check,Completed
PMT-POL251-9,POL251,2024-08-28,46.79,Check,Completed
PMT-POL251-10,POL251,2024-09-27,46.79,Credit Card,Completed
PMT-POL251-11,POL251,2024-10-27,46.79,Bank Transfer,Completed
PMT-POL251-12,POL251,2024-11-26,46.79,Credit Card,Pending
PMT-POL194-1,POL194,2024-01-01,242.05,Check,Failed
PMT-POL194-2,POL194,2024-01-31,242.05,Credit Card,Failed
PMT-POL194-3,POL194,2024-03-01,242.05,Bank Transfer,Pending
PMT-POL194-4,POL194,2024-03-31,242.05,Check,Completed
PMT-POL194-5,POL194,2024-04-30,242.05,Check,Failed
PMT-POL194-6,POL194,2024-05-30,242.05,Credit Card,Completed
PMT-POL194-7,POL194,2024-06-29,242.05,Credit Card,Pending
PMT-POL194-8,POL194,2024-07-29,242.05,Bank Transfer,Pending
PMT-POL194-9,POL194,2024-08-28,242.05,Check,Completed
PMT-POL194-10,POL194,2024-09-27,242.05,Bank Transfer,Failed
PMT-POL194-11,POL194,2024-10-27,242.05,Bank Transfer,Failed
PMT-POL194-12,POL194,2024-11-26,242.05,Check,Pending
PMT-POL155-1,POL155,2024-01-01,783.29,Check,Pending
PMT-POL155-2,POL155,2024-04-01,783.29,Check,Failed
PMT-POL155-3,POL155,2024-07-01,783.29,Credit Card,Pending
PMT-POL155-4,POL155,2024-09-30,783.29,Credit Card,Completed
PMT-POL187-1,POL187,2024-01-01,550.08,Check,Completed
PMT-POL187-2,POL187,2024-04-01,550.08,Check,Pending
PMT-POL187-3,POL187,2024-07-01,550.08,Bank Transfer,Completed
PMT-POL187-4,POL187,2024-09-30,550.08,Check,Completed
PMT-POL259-1,POL259,2024-01-01,399.44,Credit Card,Failed
PMT-POL259-2,POL259,2024-01-31,399.44,Credit Card,Completed
PMT-POL259-3,POL259,2024-03-01,399.44,Credit Card,Failed
PMT-POL259-4,POL259,2024-03-31,399.44,Check,Pending
PMT-POL259-5,POL259,2024-04-30,399.44,Check,Pending
PMT-POL259-6,POL259,2024-05-30,399.44,Credit Card,Pending
PMT-POL259-7,POL259,2024-06-29,399.44,Check,Pending
PMT-POL259-8,POL259,2024-07-29,399.44,Credit Card,Pending
PMT-POL259-9,POL259,2024-08-28,399.44,Credit Card,Completed
PMT-POL259-10,POL259,2024-09-27,399.44,Bank Transfer,Pending
PMT-POL259-11,POL259,2024-10-27,399.44,Check,Pending
PMT-POL259-12,POL259,2024-11-26,399.44,Check,Failed
PMT-POL233-1,POL233,2024-01-01,293.55,Credit Card,Pending
